Ingredient,Substitute,Context,Equivalent
French sea salt,1 teaspoon Sea Vegetables,"The category is: Salt. This expensive French salt comes from sea water that's pooled into basins and then evaporated.  Unlike most American sea salts, it's unrefined, so it retains more of the minerals that naturally occur in seawater.  There are several varieties.  Gray salt = grey salt = sel gris gets its color from the clay lining the basins.  La fleur de sel (the flower of the salt) is whiter, but has a similar flavor.

That trendy gourmets are willing to shell out $5 for a small packet of French sea salt drives chemists crazy, since almost all of it is just plain salt, sodium chloride, NaCl.   Salt aficionados counter that French sea salt has a much softer and fresher flavor than ordinary table salt, and that the difference is worth it.

These salts comes either coarsely or finely ground.  Since salt is an inorganic mineral, there's no point in grinding large crystals with a salt mill so they'll be ""fresh.""  Salt, unlike pepper and spices, never goes stale. It's best to use these salts after the food is cooked, or their subtleties will be lost. even richer in minerals",1 teaspoon French sea salt
fresh beans,1 pound dried beans,"The category is: Fresh Beans. Fresh beans appear in the summer and fall, and they're sweeter and more tender than dry beans. You don't need to soak them or cook them as long as dried beans, but they often need to be shelled before using.You can usually substitute them with dried beans pound for pound.",1 pound fresh beans
fresh black-eyed pea,1 pound black-eyed pea soak,"The category is: Peas and Pods. In their fresh form, black-eyed peas are pale green and have a wonderful, nutty flavor.  Unlike dried black-eyed peas, they don't need to be soaked, and they cook much faster.  They arrive in markets during the late summer and early fall. dried",1 pound fresh black-eyed pea
fresh cannellini bean,1 pound cannellini bean soak,The category is: Fresh Beans. dried,1 pound fresh cannellini bean
fresh cranberry bean,1 pound cranberry bean soak,The category is: Fresh Beans. These are available in the summer months. dried,1 pound fresh cranberry bean
fresh fava bean,1 pound dried fava bean,"The category is: Fresh Beans. Fresh fava beans are available in the summer and are much better tasting than canned, dried, or frozen ones. Young fava beans need only be shelled, but more mature beans should also be peeled to rid them of the tough, waxy skin that surrounds each bean. The best way to do this is to blanch the shelled beans for a minute in boiling water, plunge them into cold water, and pull off the skins.Select large fava beans that don't have black spots on them, Larger ones are the best.About 400 million people worldwide have favism, an enzyme deficiency. Eating fava beans can cause adverse symptoms in some of them.",1 pound fresh fava bean
fresh fava bean,1 pound fresh lima bean,"The category is: Fresh Beans. Fresh fava beans are available in the summer and are much better tasting than canned, dried, or frozen ones. Young fava beans need only be shelled, but more mature beans should also be peeled to rid them of the tough, waxy skin that surrounds each bean. The best way to do this is to blanch the shelled beans for a minute in boiling water, plunge them into cold water, and pull off the skins.Select large fava beans that don't have black spots on them, Larger ones are the best.About 400 million people worldwide have favism, an enzyme deficiency. Eating fava beans can cause adverse symptoms in some of them. These are sweeter, and more delicately flavored.",1 pound fresh fava bean
fresh fava bean,1 pound chickpea,"The category is: Fresh Beans. Fresh fava beans are available in the summer and are much better tasting than canned, dried, or frozen ones. Young fava beans need only be shelled, but more mature beans should also be peeled to rid them of the tough, waxy skin that surrounds each bean. The best way to do this is to blanch the shelled beans for a minute in boiling water, plunge them into cold water, and pull off the skins.Select large fava beans that don't have black spots on them, Larger ones are the best.About 400 million people worldwide have favism, an enzyme deficiency. Eating fava beans can cause adverse symptoms in some of them.",1 pound fresh fava bean
fresh Hispanic cheese,1 pound queso fresco,"The category is: Fresh Cheeses. Hispanic cooks like their cheese bland and salty, the better to complement their spicy sauces.  They also want cheese to hold its shape when heated.  Monterey jack, the standard substitute for Hispanic cheeses, tends to ooze out of chiles rellenos and enchiladas when baked.  Authentic recipes call for panela or queso blanco, which soften but don't melt when heated.
Hispanic fresh cheeses often keep better than other fresh cheeses--some can be stored for months in the refrigerator.
Varieties:
Best for topping casseroles or bean dishes:  queso fresco.
Best for fried cheese recipes:  queso para freir, queso blanco, queso panela.
Best for filling casserole dishes like enchiladas:  queso panela, queso blanco.
Best for salads:  queso panela.
Best for tacos and burritos:  queso panela.
Best for refried beans:  queso panela. Best for topping casseroles or bean dishes",1 pound fresh Hispanic cheese
fresh Hispanic cheese,1 pound queso para freir,"The category is: Fresh Cheeses. Hispanic cooks like their cheese bland and salty, the better to complement their spicy sauces.  They also want cheese to hold its shape when heated.  Monterey jack, the standard substitute for Hispanic cheeses, tends to ooze out of chiles rellenos and enchiladas when baked.  Authentic recipes call for panela or queso blanco, which soften but don't melt when heated.
Hispanic fresh cheeses often keep better than other fresh cheeses--some can be stored for months in the refrigerator.
Varieties:
Best for topping casseroles or bean dishes:  queso fresco.
Best for fried cheese recipes:  queso para freir, queso blanco, queso panela.
Best for filling casserole dishes like enchiladas:  queso panela, queso blanco.
Best for salads:  queso panela.
Best for tacos and burritos:  queso panela.
Best for refried beans:  queso panela. Best for fried cheese recipes.",1 pound fresh Hispanic cheese
fresh Hispanic cheese,1 pound queso blanco,"The category is: Fresh Cheeses. Hispanic cooks like their cheese bland and salty, the better to complement their spicy sauces.  They also want cheese to hold its shape when heated.  Monterey jack, the standard substitute for Hispanic cheeses, tends to ooze out of chiles rellenos and enchiladas when baked.  Authentic recipes call for panela or queso blanco, which soften but don't melt when heated.
Hispanic fresh cheeses often keep better than other fresh cheeses--some can be stored for months in the refrigerator.
Varieties:
Best for topping casseroles or bean dishes:  queso fresco.
Best for fried cheese recipes:  queso para freir, queso blanco, queso panela.
Best for filling casserole dishes like enchiladas:  queso panela, queso blanco.
Best for salads:  queso panela.
Best for tacos and burritos:  queso panela.
Best for refried beans:  queso panela. Best for filling casserole dishes like enchiladas, and fried cheese.",1 pound fresh Hispanic cheese
fresh Hispanic cheese,1 pound queso panela,"The category is: Fresh Cheeses. Hispanic cooks like their cheese bland and salty, the better to complement their spicy sauces.  They also want cheese to hold its shape when heated.  Monterey jack, the standard substitute for Hispanic cheeses, tends to ooze out of chiles rellenos and enchiladas when baked.  Authentic recipes call for panela or queso blanco, which soften but don't melt when heated.
Hispanic fresh cheeses often keep better than other fresh cheeses--some can be stored for months in the refrigerator.
Varieties:
Best for topping casseroles or bean dishes:  queso fresco.
Best for fried cheese recipes:  queso para freir, queso blanco, queso panela.
Best for filling casserole dishes like enchiladas:  queso panela, queso blanco.
Best for salads:  queso panela.
Best for tacos and burritos:  queso panela.
Best for refried beans:  queso panela. Best for filling casserole dishes like enchiladas, salads, tacos, burritos and refried beans.",1 pound fresh Hispanic cheese
